id,zipcode,price,median_price,condition,buy
6632300161,98125,422000.0,425000.0,3,Yes
6381500170,98125,235000.0,425000.0,3,Yes
2926049408,98125,400000.0,425000.0,3,Yes
6381502155,98125,300000.0,425000.0,3,Yes
8820900670,98125,399950.0,425000.0,4,Yes
6412600005,98125,375000.0,425000.0,3,Yes
1133000050,98125,362000.0,425000.0,3,Yes
6413100122,98125,369950.0,425000.0,3,Yes
7715600050,98125,385000.0,425000.0,4,Yes
1454100005,98125,350000.0,425000.0,3,Yes
1454100480,98125,378500.0,425000.0,4,Yes
4427100095,98125,360000.0,425000.0,3,Yes
9324800180,98125,403250.0,425000.0,3,Yes
4427100025,98125,270000.0,425000.0,5,Yes
6381500065,98125,376500.0,425000.0,5,Yes
8820901415,98125,400000.0,425000.0,3,Yes
3448000410,98125,354901.0,425000.0,3,Yes
2044500142,98125,420000.0,425000.0,3,Yes
2126049096,98125,399000.0,425000.0,3,Yes
9455200596,98125,357500.0,425000.0,3,Yes
5272200040,98125,375000.0,425000.0,4,Yes
1453602284,98125,296000.0,425000.0,3,Yes
6412100092,98125,362500.0,425000.0,3,Yes
6632300230,98125,377500.0,425000.0,3,Yes
2744600040,98125,330000.0,425000.0,3,Yes
5101405604,98125,350000.0,425000.0,3,Yes
8822901301,98125,281000.0,425000.0,3,Yes
3992700775,98125,410000.0,425000.0,4,Yes
4077800518,98125,371000.0,425000.0,3,Yes
6381500035,98125,385000.0,425000.0,3,Yes
6632300040,98125,327000.0,425000.0,3,Yes
3834000720,98125,390000.0,425000.0,3,Yes
3822200164,98125,423500.0,425000.0,3,Yes
1787600165,98125,396500.0,425000.0,3,Yes
3834000400,98125,415000.0,425000.0,3,Yes
1454100260,98125,357000.0,425000.0,3,Yes
6413100311,98125,390000.0,425000.0,5,Yes
3822200105,98125,380000.0,425000.0,3,Yes
2126049083,98125,324500.0,425000.0,3,Yes
4426600125,98125,279000.0,425000.0,3,Yes
820000012,98125,401000.0,425000.0,3,Yes
7663700783,98125,369500.0,425000.0,4,Yes
1133000036,98125,410000.0,425000.0,3,Yes
6413600192,98125,325000.0,425000.0,3,Yes
7715600070,98125,385000.0,425000.0,3,Yes
3226049045,98125,350000.0,425000.0,3,Yes
6414100732,98125,349000.0,425000.0,3,Yes
1560100135,98125,285000.0,425000.0,3,Yes
1453600681,98125,328500.0,425000.0,3,Yes
3834000004,98125,350000.0,425000.0,3,Yes
3834000520,98125,275000.0,425000.0,3,Yes
3992700326,98125,380000.0,425000.0,4,Yes
5272200045,98125,378000.0,425000.0,3,Yes
3448002267,98125,385000.0,425000.0,4,Yes
3822200036,98125,257500.0,425000.0,3,Yes
2832100270,98125,306888.0,425000.0,3,Yes
7663700772,98125,370000.0,425000.0,4,Yes
7663700531,98125,325000.0,425000.0,3,Yes
8821900155,98125,335500.0,425000.0,3,Yes
6632300477,98125,324950.0,425000.0,3,Yes
6414100133,98125,337000.0,425000.0,5,Yes
4375700065,98125,315275.0,425000.0,3,Yes
2026049183,98125,324950.0,425000.0,3,Yes
6381500720,98125,395000.0,425000.0,3,Yes
2026049124,98125,325000.0,425000.0,3,Yes
1453602283,98125,342000.0,425000.0,3,Yes
705000120,98125,395000.0,425000.0,4,Yes
5272200035,98125,390000.0,425000.0,3,Yes
7508700085,98125,386500.0,425000.0,3,Yes
8820903370,98125,348000.0,425000.0,3,Yes
6413600276,98125,354950.0,425000.0,3,Yes
6381500450,98125,380950.0,425000.0,3,Yes
4427100145,98125,424000.0,425000.0,3,Yes
8822901024,98125,310000.0,425000.0,3,Yes
2926049376,98125,220000.0,425000.0,3,Yes
6632300122,98125,364500.0,425000.0,3,Yes
8820903560,98125,380000.0,425000.0,4,Yes
1160000255,98125,311000.0,425000.0,3,Yes
6413600285,98125,402000.0,425000.0,5,Yes
3834500170,98125,375000.0,425000.0,4,Yes
2826049091,98125,259950.0,425000.0,3,Yes
2044500213,98125,310000.0,425000.0,3,Yes
2726049150,98125,392500.0,425000.0,3,Yes
1787600294,98125,222000.0,425000.0,3,Yes
6414600321,98125,317000.0,425000.0,3,Yes
751000020,98125,290000.0,425000.0,3,Yes
8632100010,98125,365000.0,425000.0,4,Yes
5101407350,98125,399000.0,425000.0,3,Yes
1454100122,98125,405000.0,425000.0,3,Yes
2826049108,98125,353500.0,425000.0,3,Yes
1787600190,98125,353000.0,425000.0,3,Yes
751000190,98125,355000.0,425000.0,4,Yes
9421500130,98125,378000.0,425000.0,4,Yes
1453600182,98125,285000.0,425000.0,3,Yes
8901000491,98125,390000.0,425000.0,4,Yes
1453602313,98125,297000.0,425000.0,3,Yes
6413600290,98125,252500.0,425000.0,3,Yes
2926049237,98125,417500.0,425000.0,3,Yes
1453601502,98125,303697.0,425000.0,3,Yes
4077800593,98125,355000.0,425000.0,3,Yes
2826049160,98125,375000.0,425000.0,3,Yes
3448001975,98125,351000.0,425000.0,3,Yes
6414100026,98125,320000.0,425000.0,3,Yes
6798100661,98125,340000.0,425000.0,3,Yes
6381500265,98125,397000.0,425000.0,4,Yes
9421500150,98125,403500.0,425000.0,3,Yes
820000018,98125,387500.0,425000.0,3,Yes
6381500090,98125,295000.0,425000.0,3,Yes
7663700401,98125,229000.0,425000.0,3,Yes
6413100242,98125,400000.0,425000.0,3,Yes
9324800025,98125,325500.0,425000.0,4,Yes
4077800258,98125,400000.0,425000.0,4,Yes
3448000755,98125,399950.0,425000.0,3,Yes
5101406522,98125,420000.0,425000.0,3,Yes
3822200087,98125,355000.0,425000.0,4,Yes
1453602310,98125,303000.0,425000.0,3,Yes
5101408735,98125,250000.0,425000.0,3,Yes
7663700663,98125,353000.0,425000.0,3,Yes
1133000694,98125,325000.0,425000.0,3,Yes
8822900115,98125,306000.0,425000.0,5,Yes
2926049564,98125,360000.0,425000.0,3,Yes
5667100025,98125,405000.0,425000.0,5,Yes
6381500110,98125,330000.0,425000.0,4,Yes
6411600411,98125,257000.0,425000.0,3,Yes
5101407790,98125,375000.0,425000.0,3,Yes
3821700038,98125,305000.0,425000.0,3,Yes
2325300037,98125,358000.0,425000.0,3,Yes
3753000100,98125,399000.0,425000.0,3,Yes
7663700973,98125,321000.0,425000.0,3,Yes
3448000542,98125,290000.0,425000.0,3,Yes
6632300212,98125,366750.0,425000.0,3,Yes
3834000594,98125,319000.0,425000.0,3,Yes
2325300093,98125,378000.0,425000.0,3,Yes
1453601038,98125,292000.0,425000.0,3,Yes
8822901175,98125,345000.0,425000.0,3,Yes
2325300060,98125,344000.0,425000.0,3,Yes
3753000030,98125,399950.0,425000.0,3,Yes
3448001412,98125,295000.0,425000.0,3,Yes
2926049582,98125,265000.0,425000.0,3,Yes
3448001411,98125,286000.0,425000.0,3,Yes
8822900122,98125,325000.0,425000.0,3,Yes
3753000010,98125,417250.0,425000.0,3,Yes
8902000201,98125,338500.0,425000.0,3,Yes
6632300207,98125,385000.0,425000.0,3,Yes
5631500400,98028,180000.0,445000.0,3,Yes
114101516,98028,310000.0,445000.0,4,Yes
5634500392,98028,330000.0,445000.0,4,Yes
3649100320,98028,330000.0,445000.0,5,Yes
8718500075,98028,396000.0,445000.0,5,Yes
4140900140,98028,438000.0,445000.0,4,Yes
3649100473,98028,365000.0,445000.0,3,Yes
4027701275,98028,230000.0,445000.0,3,Yes
7297700055,98028,306000.0,445000.0,4,Yes
3815500045,98028,399000.0,445000.0,3,Yes
4027701182,98028,339950.0,445000.0,3,Yes
3582700070,98028,356500.0,445000.0,3,Yes
4027700853,98028,387500.0,445000.0,3,Yes
114101500,98028,325000.0,445000.0,3,Yes
5130000090,98028,374950.0,445000.0,3,Yes
2570500090,98028,385000.0,445000.0,4,Yes
3649100315,98028,418800.0,445000.0,4,Yes
3949600090,98028,335000.0,445000.0,4,Yes
6179900090,98028,415000.0,445000.0,4,Yes
114101055,98028,383000.0,445000.0,3,Yes
3824100051,98028,405000.0,445000.0,3,Yes
8718500495,98028,375000.0,445000.0,4,Yes
3815500165,98028,396000.0,445000.0,3,Yes
3818700123,98028,390000.0,445000.0,3,Yes
3579700015,98028,295000.0,445000.0,3,Yes
3816300095,98028,310000.0,445000.0,3,Yes
8718500275,98028,390000.0,445000.0,3,Yes
2780700050,98028,432000.0,445000.0,3,Yes
114100314,98028,285000.0,445000.0,3,Yes
4140090420,98028,433000.0,445000.0,3,Yes
5634500170,98028,250000.0,445000.0,3,Yes
5631500213,98028,342400.0,445000.0,3,Yes
3819750170,98028,415000.0,445000.0,3,Yes
8947800080,98028,300000.0,445000.0,3,Yes
5631500992,98028,390000.0,445000.0,3,Yes
9406500480,98028,273000.0,445000.0,3,Yes
126049217,98028,400000.0,445000.0,3,Yes
7503000020,98028,415000.0,445000.0,3,Yes
3582750280,98028,347000.0,445000.0,4,Yes
3579000010,98028,428040.0,445000.0,3,Yes
4027700797,98028,433000.0,445000.0,3,Yes
5634500179,98028,424500.0,445000.0,3,Yes
3582750170,98028,410000.0,445000.0,4,Yes
5116000250,98028,320000.0,445000.0,3,Yes
5628400080,98028,420000.0,445000.0,4,Yes
3820100284,98028,355000.0,445000.0,3,Yes
126049167,98028,380000.0,445000.0,3,Yes
8718500095,98028,415000.0,445000.0,3,Yes
2780700020,98028,375000.0,445000.0,3,Yes
7503000050,98028,390000.0,445000.0,3,Yes
3824100235,98028,425000.0,445000.0,4,Yes
5634500415,98028,431000.0,445000.0,3,Yes
253600150,98028,380000.0,445000.0,3,Yes
3649100306,98028,379900.0,445000.0,4,Yes
114101540,98028,415000.0,445000.0,3,Yes
3579700100,98028,389000.0,445000.0,4,Yes
9406500540,98028,243000.0,445000.0,3,Yes
5628300015,98028,375000.0,445000.0,3,Yes
3649100304,98028,400000.0,445000.0,3,Yes
3815500035,98028,385000.0,445000.0,4,Yes
293720180,98028,415000.0,445000.0,3,Yes
114100155,98028,355000.0,445000.0,3,Yes
2570500230,98028,400000.0,445000.0,4,Yes
3649100276,98028,368000.0,445000.0,4,Yes
3649100264,98028,405000.0,445000.0,3,Yes
126049100,98028,398000.0,445000.0,3,Yes
9406500530,98028,249000.0,445000.0,3,Yes
114100763,98028,230000.0,445000.0,3,Yes
3578600062,98028,270000.0,445000.0,3,Yes
1357300240,98028,333500.0,445000.0,4,Yes
1126049105,98028,330000.0,445000.0,3,Yes
253600160,98028,384950.0,445000.0,3,Yes
114100791,98028,250000.0,445000.0,3,Yes
9406500350,98028,207000.0,445000.0,3,Yes
3816300105,98028,435000.0,445000.0,4,Yes
9406500310,98028,240000.0,445000.0,3,Yes
3824100041,98028,419000.0,445000.0,3,Yes
5634500891,98028,319900.0,445000.0,3,Yes
3818700016,98028,434000.0,445000.0,5,Yes
5631501323,98028,309500.0,445000.0,3,Yes
114100354,98028,249000.0,445000.0,4,Yes
4140900270,98028,160000.0,445000.0,3,Yes
8718500560,98028,300000.0,445000.0,3,Yes
3819500065,98028,290000.0,445000.0,3,Yes
8951900065,98028,315000.0,445000.0,3,Yes
253600180,98028,427500.0,445000.0,3,Yes
3582750120,98028,409000.0,445000.0,4,Yes
4027700799,98028,364000.0,445000.0,3,Yes
114100234,98028,402500.0,445000.0,3,Yes
5631501073,98028,374500.0,445000.0,3,Yes
8832900155,98028,439000.0,445000.0,3,Yes
7120000210,98028,275000.0,445000.0,3,Yes
3824100166,98028,385000.0,445000.0,3,Yes
5612100065,98028,400000.0,445000.0,3,Yes
8718500665,98028,375000.0,445000.0,3,Yes
1326049170,98028,280000.0,445000.0,3,Yes
1126049103,98028,415000.0,445000.0,3,Yes
5631500905,98028,272925.0,445000.0,5,Yes
114100297,98028,400000.0,445000.0,5,Yes
5631500594,98028,350000.0,445000.0,3,Yes
5634500182,98028,396000.0,445000.0,4,Yes
114101426,98028,375000.0,445000.0,4,Yes
3582700130,98028,400000.0,445000.0,3,Yes
8045600130,98028,425000.0,445000.0,4,Yes
3824100364,98028,420000.0,445000.0,3,Yes
3824100020,98028,335000.0,445000.0,3,Yes
4027700795,98028,268300.0,445000.0,3,Yes
4140500050,98028,362000.0,445000.0,4,Yes
5116000170,98028,374990.0,445000.0,3,Yes
4189800020,98028,367500.0,445000.0,3,Yes
3579700080,98028,383000.0,445000.0,3,Yes
3818700190,98028,387846.0,445000.0,4,Yes
3649100346,98028,322968.0,445000.0,4,Yes
4189800050,98028,335000.0,445000.0,4,Yes
766900250,98028,406000.0,445000.0,4,Yes
4027701284,98028,385000.0,445000.0,3,Yes
3818700185,98028,400000.0,445000.0,4,Yes
6181700250,98028,350000.0,445000.0,5,Yes
4140900050,98028,440000.0,445000.0,3,Yes
9406500600,98028,239950.0,445000.0,3,Yes
3579800405,98028,440000.0,445000.0,4,Yes
3816300065,98028,375000.0,445000.0,3,Yes
3649100031,98028,345000.0,445000.0,4,Yes
2558160220,98028,385000.0,445000.0,3,Yes
4027701220,98028,259000.0,445000.0,3,Yes
114100758,98028,420000.0,445000.0,3,Yes
6708200040,98028,409500.0,445000.0,3,Yes
4027700930,98028,330000.0,445000.0,3,Yes
5632500110,98028,351000.0,445000.0,3,Yes
5631501161,98028,425000.0,445000.0,4,Yes
3816700150,98028,430000.0,445000.0,3,Yes
3824100211,98028,370000.0,445000.0,4,Yes
8718500610,98028,379950.0,445000.0,4,Yes
982850060,98028,400000.0,445000.0,3,Yes
982850010,98028,365250.0,445000.0,3,Yes
5498100010,98028,425000.0,445000.0,3,Yes
8690600050,98028,255000.0,445000.0,3,Yes
982850120,98028,390000.0,445000.0,3,Yes
982850080,98028,415500.0,445000.0,3,Yes
982850020,98028,382000.0,445000.0,3,Yes
3869900162,98136,335000.0,489950.0,3,Yes
9238901420,98136,442000.0,489950.0,4,Yes
4315700060,98136,378000.0,489950.0,3,Yes
3013300288,98136,478500.0,489950.0,3,Yes
5637500070,98136,438000.0,489950.0,3,Yes
7625701891,98136,435000.0,489950.0,4,Yes
7625702400,98136,355000.0,489950.0,3,Yes
7935000125,98136,440000.0,489950.0,3,Yes
3013301525,98136,453500.0,489950.0,5,Yes
7625700012,98136,370000.0,489950.0,3,Yes
2493200435,98136,360000.0,489950.0,4,Yes
3013300510,98136,389950.0,489950.0,3,Yes
3013300055,98136,405000.0,489950.0,3,Yes
2461900510,98136,350000.0,489950.0,3,Yes
4315700390,98136,410000.0,489950.0,3,Yes
2719100013,98136,418000.0,489950.0,3,Yes
2594200375,98136,427500.0,489950.0,5,Yes
9417400215,98136,363000.0,489950.0,4,Yes
2810600015,98136,400000.0,489950.0,3,Yes
2493200015,98136,380000.0,489950.0,3,Yes
9169100214,98136,372220.0,489950.0,3,Yes
7625702615,98136,400000.0,489950.0,3,Yes
3522900061,98136,418000.0,489950.0,4,Yes
2488200459,98136,405000.0,489950.0,3,Yes
2815600215,98136,462500.0,489950.0,3,Yes
34001304,98136,480000.0,489950.0,3,Yes
2461900945,98136,438000.0,489950.0,4,Yes
4318200090,98136,375000.0,489950.0,3,Yes
2719100042,98136,458500.0,489950.0,3,Yes
2493200235,98136,370000.0,489950.0,3,Yes
7625704317,98136,377500.0,489950.0,3,Yes
7625703637,98136,286000.0,489950.0,4,Yes
9169600275,98136,280000.0,489950.0,3,Yes
34000005,98136,343566.0,489950.0,3,Yes
2461900609,98136,346100.0,489950.0,3,Yes
4318200440,98136,432000.0,489950.0,3,Yes
7626200280,98136,425000.0,489950.0,4,Yes
7104100050,98136,485000.0,489950.0,5,Yes
3869900120,98136,430000.0,489950.0,3,Yes
3013300968,98136,416500.0,489950.0,4,Yes
7625703945,98136,345000.0,489950.0,3,Yes
3869900155,98136,340000.0,489950.0,3,Yes
312000265,98136,375000.0,489950.0,3,Yes
4315700175,98136,440000.0,489950.0,4,Yes
3013300409,98136,400000.0,489950.0,3,Yes
7104100065,98136,425000.0,489950.0,4,Yes
7934000145,98136,450000.0,489950.0,3,Yes
2490200615,98136,400000.0,489950.0,3,Yes
2487700065,98136,400000.0,489950.0,3,Yes
312000295,98136,400000.0,489950.0,5,Yes
3013300830,98136,410000.0,489950.0,3,Yes
3259400030,98136,370000.0,489950.0,3,Yes
826000295,98136,379950.0,489950.0,3,Yes
7625704340,98136,425000.0,489950.0,3,Yes
9238900390,98136,460000.0,489950.0,3,Yes
3259400024,98136,340000.0,489950.0,3,Yes
7625702440,98136,469000.0,489950.0,3,Yes
5705500075,98136,388000.0,489950.0,4,Yes
1090000075,98136,393000.0,489950.0,5,Yes
2624039114,98136,360000.0,489950.0,3,Yes
4322200105,98136,229050.0,489950.0,4,Yes
2594200350,98136,445000.0,489950.0,4,Yes
3123800125,98136,315000.0,489950.0,3,Yes
2493200370,98136,415000.0,489950.0,3,Yes
3560800040,98136,400000.0,489950.0,4,Yes
7625703405,98136,431000.0,489950.0,4,Yes
2810100040,98136,485000.0,489950.0,4,Yes
4319200450,98136,436000.0,489950.0,3,Yes
7625703065,98136,375000.0,489950.0,4,Yes
9100000040,98136,480000.0,489950.0,4,Yes
4318200360,98136,286000.0,489950.0,3,Yes
7435500085,98136,380000.0,489950.0,3,Yes
9238901020,98136,289000.0,489950.0,3,Yes
2461900175,98136,400000.0,489950.0,3,Yes
2595300210,98136,473600.0,489950.0,3,Yes
2488200455,98136,405500.0,489950.0,3,Yes
7625701175,98136,465000.0,489950.0,3,Yes
3013300895,98136,337000.0,489950.0,3,Yes
3123800080,98136,365000.0,489950.0,4,Yes
4322200050,98136,340000.0,489950.0,3,Yes
7625701900,98136,467500.0,489950.0,4,Yes
826000480,98136,448500.0,489950.0,4,Yes
5637500094,98136,431500.0,489950.0,3,Yes
5637500250,98136,447000.0,489950.0,3,Yes
2487200680,98136,447000.0,489950.0,3,Yes
7625700020,98136,340000.0,489950.0,3,Yes
1090000005,98136,402000.0,489950.0,3,Yes
7626200235,98136,464600.0,489950.0,4,Yes
7625703260,98136,400950.0,489950.0,3,Yes
2810600022,98136,335000.0,489950.0,3,Yes
2815600235,98136,450600.0,489950.0,4,Yes
7625701045,98136,360000.0,489950.0,3,Yes
7625702616,98136,219000.0,489950.0,3,Yes
2493200455,98136,290000.0,489950.0,3,Yes
7934000090,98136,340000.0,489950.0,3,Yes
7625701935,98136,330000.0,489950.0,3,Yes
7625701386,98136,430000.0,489950.0,3,Yes
3524039060,98136,250000.0,489950.0,3,Yes
9417400110,98136,390000.0,489950.0,3,Yes
9557200090,98136,399000.0,489950.0,4,Yes
2349300069,98136,301500.0,489950.0,3,Yes
2810100023,98136,395000.0,489950.0,3,Yes
3869900139,98136,484950.0,489950.0,3,Yes
2487700274,98136,437000.0,489950.0,3,Yes
7625702967,98136,398000.0,489950.0,3,Yes
9396700024,98136,360000.0,489950.0,3,Yes
9396700028,98136,358000.0,489950.0,3,Yes
7625702451,98136,459000.0,489950.0,3,Yes
7625703354,98136,384000.0,489950.0,3,Yes
7625702437,98136,389000.0,489950.0,3,Yes
2461900492,98136,368000.0,489950.0,3,Yes
7625702901,98136,302860.0,489950.0,3,Yes
2810100007,98136,419950.0,489950.0,3,Yes
3524039228,98136,394000.0,489950.0,4,Yes
3869900146,98136,306500.0,489950.0,3,Yes
7625703007,98136,271115.0,489950.0,3,Yes
3869900150,98136,345000.0,489950.0,3,Yes
7625702264,98136,399000.0,489950.0,3,Yes
7625703357,98136,394950.0,489950.0,3,Yes
7625702431,98136,389500.0,489950.0,3,Yes
3869900036,98136,451300.0,489950.0,3,Yes
7625702444,98136,394950.0,489950.0,3,Yes
